,Dimensions.Height,Dimensions.Length,Dimensions.Width,Engine Information.Driveline,Engine Information.Engine Type,Engine Information.Hybrid,Engine Information.Number of Forward Gears,Engine Information.Transmission,Fuel Information.City mpg,Fuel Information.Fuel Type,Fuel Information.Highway mpg,Identification.Classification,Identification.ID,Identification.Make,Identification.Model Year,Identification.Year,Engine Information.Engine Statistics.Horsepower,Engine Information.Engine Statistics.Torque
2161,128,179,107,Rear-wheel drive,Jeep 5.7L 8 Cylinder 357 hp 389 ft-lbs,True,5,5 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,2010 Jeep Commander Limited,Jeep,2010 Jeep Commander,2010,357,389
2162,128,179,107,Four-wheel drive,Jeep 5.7L 8 Cylinder 357 hp 389 ft-lbs,True,5,5 Speed Automatic Select Shift,13,Gasoline,19,Automatic transmission,2010 Jeep Commander Limited 4x4,Jeep,2010 Jeep Commander,2010,357,389
2163,120,52,224,Front-wheel drive,Jeep 2.0L 4 Cylinder 158 hp 141 ft-lbs,True,5,5 Speed Manual,23,Gasoline,29,Manual transmission,2011 Jeep Compass Sport 4x2,Jeep,2011 Jeep Compass,2011,158,141
2164,120,52,224,Four-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,True,5,5 Speed Manual,22,Gasoline,28,Manual transmission,2011 Jeep Compass Sport 4x4,Jeep,2011 Jeep Compass,2011,172,165
2165,57,233,194,Front-wheel drive,GMC 3.6L 6 Cylinder 288 hp 270 ft-lbs.,True,6,6 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2010 GMC Acadia SL,GMC,2010 GMC Acadia,2010,288,270
2166,57,233,194,All-wheel drive,GMC 3.6L 6 Cylinder 288 hp 270 ft-lbs.,True,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2010 GMC Acadia SL AWD,GMC,2010 GMC Acadia,2010,288,270
2167,57,233,194,Front-wheel drive,GMC 3.6L 6 Cylinder 288 hp 270 ft-lbs.,True,6,6 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2010 GMC Acadia SLE,GMC,2010 GMC Acadia,2010,288,270
2168,57,233,194,All-wheel drive,GMC 3.6L 6 Cylinder 288 hp 270 ft-lbs.,True,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2010 GMC Acadia SLE AWD,GMC,2010 GMC Acadia,2010,288,270
2169,57,233,194,Front-wheel drive,GMC 3.6L 6 Cylinder 288 hp 270 ft-lbs.,True,6,6 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2010 GMC Acadia SLT-1,GMC,2010 GMC Acadia,2010,288,270
2170,57,233,194,All-wheel drive,GMC 3.6L 6 Cylinder 288 hp 270 ft-lbs.,True,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2010 GMC Acadia SLT-1 AWD,GMC,2010 GMC Acadia,2010,288,270
2171,57,233,194,Front-wheel drive,GMC 3.6L 6 Cylinder 288 hp 270 ft-lbs.,True,6,6 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2010 GMC Acadia SLT-2,GMC,2010 GMC Acadia,2010,288,270
2172,57,233,194,All-wheel drive,GMC 3.6L 6 Cylinder 288 hp 270 ft-lbs.,True,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2010 GMC Acadia SLT-2 AWD,GMC,2010 GMC Acadia,2010,288,270
2173,112,22,181,Rear-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,True,5,5 Speed Manual,18,Gasoline,25,Manual transmission,2011 GMC Canyon WT 2WD,GMC,2011 GMC Canyon,2011,185,190
2174,112,22,181,Rear-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,True,4,4 Speed Automatic,18,Gasoline,25,Automatic transmission,2011 GMC Canyon WT 2WD AT,GMC,2011 GMC Canyon,2011,185,190
2175,112,22,206,Four-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,True,5,5 Speed Manual,18,Gasoline,24,Manual transmission,2011 GMC Canyon WT 4WD,GMC,2011 GMC Canyon,2011,185,190
2176,112,22,181,Rear-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,True,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission,2011 GMC Canyon WT 2WD 3.7L,GMC,2011 GMC Canyon,2011,242,242
2177,148,98,57,Front-wheel drive,GMC 2.4L 4 Cylinder 182 hp 172 ft-lbs,True,6,6 Speed Automatic Select Shift,22,Gasoline,32,Automatic transmission,2010 GMC Terrain SLE-2,GMC,2010 GMC Terrain,2010,182,172
2178,112,22,181,Four-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,True,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission,2011 GMC Canyon WT 4WD 3.7L,GMC,2011 GMC Canyon,2011,242,242
2179,148,98,57,All-wheel drive,GMC 2.4L 4 Cylinder 182 hp 172 ft-lbs,True,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,2010 GMC Terrain SLE-2 AWD,GMC,2010 GMC Terrain,2010,182,172
2180,112,140,181,Rear-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,True,5,5 Speed Manual,18,Gasoline,25,Manual transmission,2011 GMC Canyon Extended Cab WT 2WD,GMC,2011 GMC Canyon,2011,185,190
2181,112,140,181,Rear-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,True,4,4 Speed Automatic,18,Gasoline,25,Automatic transmission,2011 GMC Canyon Extended Cab WT 2WD AT,GMC,2011 GMC Canyon,2011,185,190
2182,112,140,206,Four-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,True,5,5 Speed Manual,18,Gasoline,24,Manual transmission,2011 GMC Canyon Extended Cab WT 4WD,GMC,2011 GMC Canyon,2011,185,190
2183,112,140,206,Four-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,True,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission,2011 GMC Canyon Extended Cab WT 4WD AT,GMC,2011 GMC Canyon,2011,185,190
2184,112,140,181,Rear-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,True,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission,2011 GMC Canyon Extended Cab WT 2WD 3.7L,GMC,2011 GMC Canyon,2011,242,242
2185,148,98,57,Front-wheel drive,GMC 2.4L 4 Cylinder 182 hp 172 ft-lbs,True,6,6 Speed Automatic Select Shift,22,Gasoline,32,Automatic transmission,2010 GMC Terrain SLT-1,GMC,2010 GMC Terrain,2010,182,172
2186,112,140,206,Four-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,True,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission,2011 GMC Canyon Extended Cab WT 4WD 3.7L,GMC,2011 GMC Canyon,2011,242,242
2187,148,98,57,All-wheel drive,GMC 2.4L 4 Cylinder 182 hp 172 ft-lbs,True,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,2010 GMC Terrain SLT-1 AWD,GMC,2010 GMC Terrain,2010,182,172
2188,112,22,181,Rear-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,True,5,5 Speed Manual,18,Gasoline,25,Manual transmission,2011 GMC Canyon SLE 2WD,GMC,2011 GMC Canyon,2011,185,190
2189,112,22,181,Rear-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,True,4,4 Speed Automatic,18,Gasoline,25,Automatic transmission,2011 GMC Canyon SLE 2WD AT,GMC,2011 GMC Canyon,2011,185,190
2190,112,22,206,Four-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,True,5,5 Speed Manual,18,Gasoline,25,Manual transmission,2011 GMC Canyon SLE 4WD,GMC,2011 GMC Canyon,2011,185,190
2191,112,22,206,Four-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,True,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission,2011 GMC Canyon SLE 4WD AT,GMC,2011 GMC Canyon,2011,185,190
2192,112,22,181,Rear-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,True,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission,2011 GMC Canyon SLE 2WD 3.7L,GMC,2011 GMC Canyon,2011,242,242
2193,148,98,57,Front-wheel drive,GMC 2.4L 4 Cylinder 182 hp 172 ft-lbs,True,6,6 Speed Automatic Select Shift,22,Gasoline,32,Automatic transmission,2010 GMC Terrain SLT-2,GMC,2010 GMC Terrain,2010,182,172
2194,112,22,206,Four-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,True,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission,2011 GMC Canyon SLE 4WD 3.7L,GMC,2011 GMC Canyon,2011,242,242
2195,148,98,57,All-wheel drive,GMC 2.4L 4 Cylinder 182 hp 172 ft-lbs,True,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,2010 GMC Terrain SLT-2 AWD,GMC,2010 GMC Terrain,2010,182,172
2196,112,140,181,Rear-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,True,5,5 Speed Manual,18,Gasoline,25,Manual transmission,2011 GMC Canyon Extended Cab SLE 2WD,GMC,2011 GMC Canyon,2011,185,190
2197,112,140,181,Rear-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,True,4,4 Speed Automatic,18,Gasoline,25,Automatic transmission,2011 GMC Canyon Extended Cab SLE 2WD AT,GMC,2011 GMC Canyon,2011,185,190
2198,112,140,206,Four-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,True,5,5 Speed Manual,18,Gasoline,24,Manual transmission,2011 GMC Canyon Extended Cab SLE 4WD,GMC,2011 GMC Canyon,2011,185,190
2199,112,140,206,Four-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,True,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission,2011 GMC Canyon Extended Cab SLE 4WD AT,GMC,2011 GMC Canyon,2011,185,190
2200,112,140,181,Rear-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,True,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission,2011 GMC Canyon Extended Cab SLE 2WD 3.7L,GMC,2011 GMC Canyon,2011,242,242
2201,112,140,181,Rear-wheel drive,GMC 5.3L 8 Cylinder 300 hp 320 ft-lbs,True,4,4 Speed Automatic,14,Gasoline,20,Automatic transmission,2011 GMC Canyon Extended Cab SLE 2WD V8,GMC,2011 GMC Canyon,2011,300,320
2202,112,140,206,Four-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,True,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission,2011 GMC Canyon Extended Cab SLE 4WD 3.7L,GMC,2011 GMC Canyon,2011,242,242
2204,112,140,181,Rear-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,True,4,4 Speed Automatic,18,Gasoline,25,Automatic transmission,2011 GMC Canyon Crew Cab SLE 2WD,GMC,2011 GMC Canyon,2011,185,190
2205,112,140,181,Rear-wheel drive,GMC 5.3L 8 Cylinder 300 hp 320 ft-lbs,True,4,4 Speed Automatic,14,Gasoline,20,Automatic transmission,2011 GMC Canyon Crew Cab SLE 2WD V8,GMC,2011 GMC Canyon,2011,300,320
2206,112,140,206,Four-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,True,4,4 Speed Automatic,16,Gasoline,21,Automatic transmission,2011 GMC Canyon Crew Cab SLE 4WD,GMC,2011 GMC Canyon,2011,242,242
2207,112,140,206,Four-wheel drive,GMC 5.3L 8 Cylinder 300 hp 320 ft-lbs,True,4,4 Speed Automatic,14,Gasoline,19,Automatic transmission,2011 GMC Canyon Crew Cab SLE 4WD V8,GMC,2011 GMC Canyon,2011,300,320
2208,112,140,181,Rear-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,True,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission,2011 GMC Canyon Crew Cab SLE 2WD 3.7L,GMC,2011 GMC Canyon,2011,242,242
2209,148,98,57,All-wheel drive,GMC 2.4L 4 Cylinder 182 hp 172 ft-lbs,True,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,2010 GMC Terrain SLE-1 AWD,GMC,2010 GMC Terrain,2010,182,172
2210,127,22,181,Rear-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,True,5,5 Speed Manual,18,Gasoline,25,Manual transmission,2010 GMC Canyon WT 2WD,GMC,2010 GMC Canyon,2010,185,190
2211,148,98,57,Front-wheel drive,GMC 2.4L 4 Cylinder 182 hp 172 ft-lbs,True,6,6 Speed Automatic Select Shift,22,Gasoline,32,Automatic transmission,2010 GMC Terrain SLE-1,GMC,2010 GMC Terrain,2010,182,172
2212,112,140,181,Rear-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,True,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission,2011 GMC Canyon Extended Cab SLT 2WD,GMC,2011 GMC Canyon,2011,242,242
2213,112,140,206,Four-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,True,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission,2011 GMC Canyon Extended Cab SLT 4WD,GMC,2011 GMC Canyon,2011,242,242
2214,112,140,181,Rear-wheel drive,GMC 5.3L 8 Cylinder 300 hp 320 ft-lbs,True,4,4 Speed Automatic,14,Gasoline,20,Automatic transmission,2011 GMC Canyon Extended Cab SLT 2WD V8,GMC,2011 GMC Canyon,2011,300,320
2215,112,140,206,Four-wheel drive,GMC 5.3L 8 Cylinder 300 hp 320 ft-lbs,True,4,4 Speed Automatic,14,Gasoline,19,Automatic transmission,2011 GMC Canyon Extended Cab SLT 4WD V8,GMC,2011 GMC Canyon,2011,300,320
2216,112,140,181,Rear-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,True,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission,2011 GMC Canyon Crew Cab SLT 2WD,GMC,2011 GMC Canyon,2011,242,242
2217,112,140,206,Four-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,True,4,4 Speed Automatic,16,Gasoline,21,Automatic transmission,2011 GMC Canyon Crew Cab SLT 4WD,GMC,2011 GMC Canyon,2011,242,242
2218,112,140,181,Rear-wheel drive,GMC 5.3L 8 Cylinder 300 hp 320 ft-lbs,True,4,4 Speed Automatic,14,Gasoline,20,Automatic transmission,2011 GMC Canyon Crew Cab SLT 2WD V8,GMC,2011 GMC Canyon,2011,300,320
2219,112,140,206,Four-wheel drive,GMC 5.3L 8 Cylinder 300 hp 320 ft-lbs,True,4,4 Speed Automatic,14,Gasoline,19,Automatic transmission,2011 GMC Canyon Crew Cab SLT 4WD V8,GMC,2011 GMC Canyon,2011,300,320
2220,112,22,206,Four-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,True,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission,2011 GMC Canyon WT 4WD AT,GMC,2011 GMC Canyon,2011,185,190
2221,119,47,59,Rear-wheel drive,Infiniti 3.7L 6 Cylinder 325 hp 267 ft-lbs,True,7,7 Speed Automatic,17,Gasoline,25,Automatic transmission,2010 Infiniti G37 Convertible,Infiniti,2010 Infiniti G37 Convertible,2010,325,267
2222,119,47,59,Rear-wheel drive,Infiniti 3.7L 6 Cylinder 325 hp 267 ft-lbs,True,6,6 Speed Manual,16,Gasoline,24,Manual transmission,2010 Infiniti G37 Convertible Sport 6MT,Infiniti,2010 Infiniti G37 Convertible,2010,325,267
2223,11,240,201,Front-wheel drive,Honda 3.5L 6 Cylinder 250 hp 253 ft-lbs,True,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,2010 Honda Pilot LX,Honda,2010 Honda Pilot,2010,250,253
2224,11,240,201,Four-wheel drive,Honda 3.5L 6 Cylinder 250 hp 253 ft-lbs,True,5,5 Speed Automatic,16,Gasoline,22,Automatic transmission,2010 Honda Pilot LX 4WD,Honda,2010 Honda Pilot,2011,250,253
2225,54,240,201,Front-wheel drive,Honda 3.5L 6 Cylinder 250 hp 253 ft-lbs,True,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,2010 Honda Pilot EX,Honda,2010 Honda Pilot,2010,250,253
2226,54,240,201,Front-wheel drive,Honda 3.5L 6 Cylinder 250 hp 253 ft-lbs,True,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,2010 Honda Pilot EX-L,Honda,2010 Honda Pilot,2010,250,253
2227,54,240,201,Four-wheel drive,Honda 3.5L 6 Cylinder 250 hp 253 ft-lbs,True,5,5 Speed Automatic,16,Gasoline,22,Automatic transmission,2010 Honda Pilot EX-L 4WD,Honda,2010 Honda Pilot,2010,250,253
2228,54,240,201,Front-wheel drive,Honda 3.5L 6 Cylinder 250 hp 253 ft-lbs,True,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,2010 Honda Pilot Touring,Honda,2010 Honda Pilot,2010,250,253
2229,54,240,201,Four-wheel drive,Honda 3.5L 6 Cylinder 250 hp 253 ft-lbs,True,5,5 Speed Automatic,16,Gasoline,22,Automatic transmission,2010 Honda Pilot Touring 4WD,Honda,2010 Honda Pilot,2010,250,253
2230,228,58,158,Front-wheel drive,Toyota 1.5L 4 Cylinder 106 hp 103 ft-lbs,True,4,4 Speed Automatic,30,Gasoline,35,Automatic transmission,2012 Toyota Yaris 5-Door Liftback L,Toyota,2012 Toyota Yaris 5-Door Liftback,2012,106,103
2231,228,58,158,Front-wheel drive,Toyota 1.5L 4 Cylinder 106 hp 103 ft-lbs,True,4,4 Speed Automatic,30,Gasoline,35,Automatic transmission,2012 Toyota Yaris 5-Door Liftback LE,Toyota,2012 Toyota Yaris 5-Door Liftback,2012,106,103
2232,228,89,158,Front-wheel drive,Toyota 1.5L 4 Cylinder 106 hp 103 ft-lbs,True,5,5 Speed Manual,30,Gasoline,38,Manual transmission,2012 Toyota Yaris 5-Door Liftback SE,Toyota,2012 Toyota Yaris 5-Door Liftback,2012,106,103
2233,228,89,158,Front-wheel drive,Toyota 1.5L 4 Cylinder 106 hp 103 ft-lbs,True,4,4 Speed Automatic,30,Gasoline,35,Automatic transmission,2012 Toyota Yaris 5-Door Liftback SE AT,Toyota,2012 Toyota Yaris 5-Door Liftback,2012,106,103
2234,193,177,118,Front-wheel drive,Toyota 2.7L 4 Cylinder 187 hp 186 ft-lbs,True,6,6 Speed Automatic Select Shift,20,Gasoline,25,Automatic transmission,2012 Toyota Highlander,Toyota,2012 Toyota Highlander,2012,187,186
2235,193,177,118,Front-wheel drive,Toyota 3.5L 6 Cylinder 270 hp 248 ft-lbs.,True,5,5 Speed Automatic Select Shift,18,Gasoline,24,Automatic transmission,2012 Toyota Highlander V6,Toyota,2012 Toyota Highlander,2012,270,248
2236,193,177,118,Four-wheel drive,Toyota 3.5L 6 Cylinder 270 hp 248 ft-lbs.,True,5,5 Speed Automatic Select Shift,17,Gasoline,22,Automatic transmission,2012 Toyota Highlander V6 4WD,Toyota,2012 Toyota Highlander,2012,270,248
2237,224,177,118,Front-wheel drive,Toyota 2.7L 4 Cylinder 187 hp 186 ft-lbs,True,6,6 Speed Automatic Select Shift,20,Gasoline,25,Automatic transmission,2012 Toyota Highlander SE,Toyota,2012 Toyota Highlander,2012,187,186
2238,224,177,118,Front-wheel drive,Toyota 3.5L 6 Cylinder 270 hp 248 ft-lbs.,True,5,5 Speed Automatic Select Shift,18,Gasoline,24,Automatic transmission,2012 Toyota Highlander SE V6,Toyota,2012 Toyota Highlander,2012,270,248
2239,224,177,118,Four-wheel drive,Toyota 3.5L 6 Cylinder 270 hp 248 ft-lbs.,True,5,5 Speed Automatic Select Shift,17,Gasoline,22,Automatic transmission,2012 Toyota Highlander SE V6 4WD,Toyota,2012 Toyota Highlander,2012,270,248
2240,224,177,118,Front-wheel drive,Toyota 3.5L 6 Cylinder 270 hp 248 ft-lbs.,True,5,5 Speed Automatic Select Shift,18,Gasoline,24,Automatic transmission,2012 Toyota Highlander Limited,Toyota,2012 Toyota Highlander,2012,270,248
2241,224,177,118,Four-wheel drive,Toyota 3.5L 6 Cylinder 270 hp 248 ft-lbs.,True,5,5 Speed Automatic Select Shift,17,Gasoline,22,Automatic transmission,2012 Toyota Highlander Limited 4WD,Toyota,2012 Toyota Highlander,2012,270,248
2242,22,24,161,Front-wheel drive,Dodge 4.0L 6 Cylinder 251 hp 259 ft-lbs,True,6,6 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission,2010 Dodge Grand Caravan Crew,Dodge,2010 Dodge Grand Caravan,2010,251,259
2243,22,24,161,Front-wheel drive,Dodge 3.8L 6 Cylinder 197 hp 230 ft-lbs,True,6,6 Speed Automatic,16,Gasoline,23,Automatic transmission,2010 Dodge Grand Caravan SXT,Dodge,2010 Dodge Grand Caravan,2010,197,230
2244,214,24,161,Front-wheel drive,Dodge 3.3L 6 Cylinder 175 hp 205 ft-lbs FFV,True,4,4 Speed Automatic,17,Gasoline,24,Automatic transmission,2010 Dodge Grand Caravan Cargo Van,Dodge,2010 Dodge Grand Caravan,2010,175,205
2245,214,24,161,Front-wheel drive,Dodge 3.3L 6 Cylinder 175 hp 205 ft-lbs FFV,True,4,4 Speed Automatic,17,Gasoline,24,Automatic transmission,2010 Dodge Grand Caravan SE,Dodge,2010 Dodge Grand Caravan,2010,175,205
2246,22,24,161,Front-wheel drive,Dodge 3.8L 6 Cylinder 197 hp 230 ft-lbs,True,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2010 Dodge Grand Caravan Hero,Dodge,2010 Dodge Grand Caravan,2010,197,230
2247,120,52,224,Front-wheel drive,Jeep 2.0L 4 Cylinder 158 hp 141 ft-lbs,True,5,5 Speed Manual,23,Gasoline,29,Manual transmission,2010 Jeep Compass Sport,Jeep,2010 Jeep Compass,2010,158,141
2248,120,52,224,Front-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,True,5,5 Speed Manual,23,Gasoline,28,Manual transmission,2010 Jeep Compass Sport 2.4L,Jeep,2010 Jeep Compass,2010,172,165
2249,120,52,224,Four-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,True,5,5 Speed Manual,23,Gasoline,28,Manual transmission,2010 Jeep Compass Sport 4x4,Jeep,2010 Jeep Compass,2010,172,165
2250,120,52,224,Front-wheel drive,Jeep 2.0L 4 Cylinder 158 hp 141 ft-lbs,True,5,5 Speed Manual,23,Gasoline,29,Manual transmission,2010 Jeep Compass Sport Fleet,Jeep,2010 Jeep Compass,2010,158,141
2251,120,52,224,Front-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,True,5,5 Speed Manual,23,Gasoline,28,Manual transmission,2010 Jeep Compass Sport Fleet 2.4L,Jeep,2010 Jeep Compass,2010,172,165
2252,120,52,224,Four-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,True,5,5 Speed Manual,23,Gasoline,28,Manual transmission,2010 Jeep Compass Sport Fleet 4x4,Jeep,2010 Jeep Compass,2010,172,165
2253,224,162,49,All-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs,True,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,2011 Chevrolet Equinox 2LT AWD,Jeep,2011 Chevrolet Equinox,2010,182,172
2254,120,52,224,Four-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,True,5,5 Speed Manual,23,Gasoline,28,Manual transmission,2010 Jeep Compass Limited 4x4,Jeep,2010 Jeep Compass,2010,172,165
2255,156,23,42,Front-wheel drive,Dodge 2.4L 4 Cylinder 173 hp 166 ft-lbs,True,4,4 Speed Automatic Select Shift,19,Gasoline,26,Automatic transmission,2011 Dodge Journey Express,Dodge,2011 Dodge Journey,2011,173,166
2256,186,23,42,All-wheel drive,Dodge 3.6L 6 Cylinder 280 hp 260 ft-lbs,True,6,6 Speed Automatic Select Shift,16,Gasoline,24,Automatic transmission,2011 Dodge Journey Crew AWD,Dodge,2011 Dodge Journey,2011,280,260
2257,186,23,42,All-wheel drive,Dodge 3.6L 6 Cylinder 280 hp 260 ft-lbs,True,6,6 Speed Automatic Select Shift,16,Gasoline,24,Automatic transmission,2011 Dodge Journey Mainstreet AWD,Dodge,2011 Dodge Journey,2011,280,260
2258,186,23,42,All-wheel drive,Dodge 3.6L 6 Cylinder 280 hp 260 ft-lbs,True,6,6 Speed Automatic Select Shift,16,Gasoline,24,Automatic transmission,2011 Dodge Journey Lux AWD,Dodge,2011 Dodge Journey,2011,280,260
2259,119,47,59,Rear-wheel drive,Infiniti 3.7L 6 Cylinder 325 hp 267 ft-lbs,True,7,7 Speed Automatic,17,Gasoline,25,Automatic transmission,2011 Infiniti G37 Convertible,Infiniti,2011 Infiniti G37 Convertible,2011,325,267
2260,119,65,59,Rear-wheel drive,Infiniti 3.7L 6 Cylinder 325 hp 267 ft-lbs,True,6,6 Speed Manual,16,Gasoline,24,Manual transmission,2011 Infiniti G37 Convertible Sport 6MT,Infiniti,2011 Infiniti G37 Convertible,2011,325,267
2261,172,141,236,Rear-wheel drive,Infiniti 3.7L 6 cylinder 328 hp 269 ft-lbs,True,7,7 Speed Automatic,19,Gasoline,27,Automatic transmission,2010 Infiniti G37 Sedan,Infiniti,2010 Infiniti G37 Sedan,2010,328,269
2262,172,141,236,Rear-wheel drive,Infiniti 3.7L 6 cylinder 328 hp 269 ft-lbs,True,7,7 Speed Automatic,19,Gasoline,27,Automatic transmission,2010 Infiniti G37 Sedan Journey,Infiniti,2010 Infiniti G37 Sedan,2010,328,269
2263,188,141,236,All-wheel drive,Infiniti 3.7L 6 cylinder 328 hp 269 ft-lbs,True,7,7 Speed Automatic,18,Gasoline,25,Automatic transmission,2010 Infiniti G37x Sedan AWD,Infiniti,2010 Infiniti G37 Sedan,2010,328,269
2264,172,141,236,Rear-wheel drive,Infiniti 3.7L 6 cylinder 328 hp 269 ft-lbs,True,6,6 Speed Manual,17,Gasoline,25,Manual transmission,2010 Infiniti G37 Sedan Sport 6MT,Infiniti,2010 Infiniti G37 Sedan,2010,328,269
2265,94,223,62,Rear-wheel drive,BMW 4.8L 8 cylinder 360hp 360 ft-lbs,True,6,6 Speed Manual,15,Gasoline,22,Manual transmission,2010 BMW 650i Coup MT,BMW,2010 BMW 6 Series Coup,2010,360,360
2266,172,164,236,Rear-wheel drive,Infiniti 3.7L 6 cylinder 328 hp 269 ft-lbs,True,7,7 Speed Automatic,19,Gasoline,27,Automatic transmission,2011 Infiniti G37 Sedan Journey,Infiniti,2011 Infiniti G37 Sedan,2011,328,269
2267,188,164,236,All-wheel drive,Infiniti 3.7L 6 cylinder 328 hp 269 ft-lbs,True,7,7 Speed Automatic,18,Gasoline,25,Automatic transmission,2011 Infiniti G37x Sedan AWD,Infiniti,2011 Infiniti G37 Sedan,2011,328,269
2268,172,164,236,All-wheel drive,Infiniti 3.7L 6 cylinder 328 hp 269 ft-lbs,True,6,6 Speed Manual,17,Gasoline,25,Manual transmission,2011 Infiniti G37 Sedan Sport 6MT,Infiniti,2011 Infiniti G37 Sedan,2011,328,269
2269,200,210,110,Rear-wheel drive,BMW 4.4L 8 cylinder 400 hp 450 ft-lbs Turbo,True,6,6 Speed Automatic Select Shift,15,Gasoline,22,Automatic transmission,2009 BMW 750i Sedan,BMW,2009 BMW 7 Series,2009,400,450
